Ux, Uy, Uz, Umag
 -0.3087480386252117, -0.9467456402402585, -0.0913682585803501, 1.0000004086723455
 0.055019366109044426, -0.9836620559699468, -0.17141140636744212, 1.000000020617464
 0.3841398287044154, -0.8959810841938575, -0.2228336835696122, 1.0000001808817136
 0.6435116563323163, -0.7255450768060835, -0.24388260257331, 1.000000817075185
 0.8262958718359109, -0.5103727109991659, -0.23823407712688327, 1.0000003237250497
 0.937972479736985, -0.27023927830910577, -0.21720584313188984, 1.0000000092878052
 0.98247021654977, -0.024654893963531356, -0.18478255489854972, 1.0000000913992662
 0.9657273618979767, 0.2140846479110863, -0.14675976603273896, 1.0000000014578119
 0.8944518781010063, 0.4348657152179588, -0.10415249516070621, 1.0000000473793216
 0.7762584402111717, 0.62751206585134, -0.06042775400642131, 1.0000000361211785
 0.6203017871933612, 0.7841962303090942, -0.01618575521833375, 1.0000000067491297
 0.43689220882708285, 0.8990910117440838, 0.027580984618345263, 1.0000000801226594
 0.23765200818178697, 0.9688014317800018, 0.0703230863751045, 1.0000000138445688
 0.03182889057889765, 0.9933052980588902, 0.11104743532925415, 1.0000000131602744
 -0.16978741480474627, 0.9740629584032746, 0.14957814205358091, 1.0000000168698098
 -0.3595450492535209, 0.914665873811685, 0.18469894171945486, 1.0000000011153483
 -0.5302110311450525, 0.8197786888859955, 0.21642403307839594, 1.0000000991967253
 -0.6775698816239588, 0.6945350559836878, 0.24190933150954036, 1.0000000065727812
 -0.7980692691353376, 0.5432312111052289, 0.2607406450988097, 1.0000001955317854
 -0.8885777380074149, 0.3705488548261685, 0.2704130359177997, 1.0000000301448195
 -0.9477117578922359, 0.1751571610682483, 0.2667647707407342, 1.0000005250143806
 -0.9694458539199865, -0.043690951955192944, 0.24138328624753688, 1.000000026922531
 -0.9391904530119511, -0.2886926142085478, 0.18595182314765074, 1.0000001065296416
 -0.8285972977461374, -0.5523011212869611, 0.09159742324252546, 1.0000000491758518
 -0.6080375605865755, -0.792791811044006, -0.04209766837680786, 1.0000003722125668
 -0.29131632948583264, -0.9386062322314126, -0.18480622531520574, 1.0000001019619955
 0.04492499388819453, -0.9538298960171427, -0.29696851060289664, 1.0000000109508151
 0.3304406349126345, -0.873192426951796, -0.3582518688771647, 1.000000214620684
 0.5468251770454808, -0.7459162287550077, -0.3802516751269731, 1.0000000655038896
 0.7073897957549754, -0.5989834428699069, -0.37525839194783667, 1.0000001743488993
 0.8230969885537536, -0.44325725827095114, -0.3550132779608514, 1.000000038552323
 0.9026537093709418, -0.2826409942369971, -0.32454642440924125, 1.000000016130611
 0.9497901605865763, -0.11926038738852189, -0.2892684855638635, 1.0000003229437209
 0.9674474943856428, 0.04532518626730964, -0.24898007682704382, 1.0000000527800113
 0.9560901431375936, 0.20654112844677167, -0.20792411612206144, 1.000000018805035
 0.9179317098606844, 0.36069781420881564, -0.1652227586800904, 1.000000048564317
 0.8553613798457954, 0.5032391883564508, -0.12291184466840147, 1.0000000461945748
 0.7706930623379181, 0.632136247668892, -0.0802246892517476, 1.000000016359122
 0.6681224882460435, 0.7430590700656539, -0.03841395942268319, 1.0000000365927224
 0.551106343197639, 0.8344298729137459, 0.0029406260084470924, 1.0000000308024224
 0.42397656362081354, 0.9046874285664086, 0.04224563585797067, 1.000000081827426
 0.29081442318418155, 0.9532505460353318, 0.08209994708002598, 1.0000000167795746
 0.15715130494186638, 0.980067870724399, 0.12153375597292979, 1.0000000088560381
 0.025766995887539404, 0.9868315998988711, 0.15968569863868384, 1.0000000334928787
 -0.09938098808104803, 0.9755481637208224, 0.1960339845564826, 1.0000000618160607
 -0.21670270319268414, 0.9482045487866569, 0.2322672596376064, 1.0000000039051438
 -0.3218249499722845, 0.9082597466919808, 0.26738201212109614, 1.00000010314578
 -0.414364979356233, 0.8585595074262431, 0.3019557214548639, 1.0000000108141058
 -0.4940168900981792, 0.8020809531114662, 0.33557937199499405, 1.0000000289775142
 -0.5593964016737717, 0.7430719854713942, 0.367314421592088, 1.0000000970537422
