With respect to sun
t, X, Y, Z, R
 10280.545225723807, -133075980211.91434, 64771800545.63699, -4136637.361297994, 148002036041.39157
 10288.882916418785, -141374222206.32376, 44778292941.23234, -2891193.638163152, 148296211116.57852
 10297.220607113763, -146714301359.02127, 23773865348.863873, -8010599.966769718, 148628001941.29413
 10305.55829780874, -148982517906.3124, 2271122501.796818, -12962402.877398487, 148999828211.80283
 10313.895988503718, -148150620319.8381, -19349018879.840553, -29775542.926837422, 149408807368.7365
 10322.233679198696, -144264924877.84174, -40570971794.68466, -45975432.95282377, 149861183820.61066
 10330.571369893674, -137404776371.28561, -61028648485.6207, -77105819.19561024, 150348177411.40668
 10338.909060588652, -127764769774.85045, -80252453109.2633, -106677468.18491499, 150878441156.30725
 10347.24675128363, -115520685592.07617, -97922450127.56464, -151593206.22441763, 151439288228.48074
 10355.584441978608, -100989256316.80554, -113654622728.27512, -193509678.981682, 152040259816.02325
 10363.922132673586, -84421928120.48807, -127200720770.57402, -248825003.37304345, 152666784946.8793
 10372.259823368564, -66222584542.2906, -138289395384.29196, -299334393.4447396, 153328005205.4841
 10380.597514063542, -46691131716.37858, -146760147585.38834, -359903060.4946675, 154008870622.6175
 10388.93520475852, -26279936455.24709, -152468662483.4464, -413699531.2589568, 154717482033.81894
 10397.272895453498, -5308126293.226578, -155348246697.8195, -473317560.0869847, 155439628107.9703
 10405.610586148476, 15761783797.907646, -155383539370.9791, -524271757.81288373, 156181794703.54614
 10413.948276843454, 36619104699.38413, -152598237507.85168, -576557096.127479, 156931556219.8128
 10422.285967538432, 56825734507.650795, -147097530771.85333, -618585609.4403723, 157693469457.89023
 10430.62365823341, 76102832832.7291, -138984628080.10526, -657476924.8992594, 158457566192.46133
 10438.961348928387, 94065266859.15434, -128468969418.9025, -685005072.0495851, 159226316181.67758
 10447.299039623365, 110483696058.0436, -115717402383.8003, -705366570.8287575, 159992693117.84134
 10455.636730318343, 125047377467.06953, -101022018615.51065, -713883304.0454365, 160756973366.3711
 10463.974421013321, 137587928805.52203, -84594760718.45607, -711795692.4936074, 161515381147.16534
 10472.3121117083, 147883006440.40195, -66785968452.62683, -698088811.3566447, 162265943758.9902
 10480.649802403277, 155830755727.02814, -47833469441.19327, -671060583.0911227, 163008329699.87903
 10488.987493098255, 161304197249.28363, -28120692156.183975, -633374933.2692468, 163738262301.10284
 10497.325183793233, 164268479086.1854, -7892970950.87336, -580418048.5106313, 164459019505.86624
 10505.662874488211, 164692605334.4927, 12457488063.133665, -518483770.65826833, 165163894620.24237
 10514.000565183189, 162604855535.94986, 32694440869.084724, -440133181.6224444, 165859757701.5798
 10522.338255878167, 158065602270.36395, 52439124889.30755, -355144670.2361225, 166537450947.18506
 10530.675946573145, 151159142939.30832, 71478511559.39572, -253339089.0477653, 167207440891.80646
 10539.013637268123, 142028195402.7326, 89466656607.6866, -147802687.82283944, 167858013748.37317
 10547.3513279631, 130803437454.25584, 106225063822.42134, -25784467.124110848, 168503127860.48114
 10555.689018658079, 117697630005.89195, 121456580399.19644, 96607811.97452898, 169128478868.4024
 10564.026709353057, 102876524539.53217, 135025550754.11148, 234535877.59680045, 169751387814.24432
 10572.364400048034, 86608199779.6162, 146695886031.98276, 369168978.73134834, 170354922246.20114
 10580.702090743012, 69081089045.8616, 156379977192.63602, 517696835.5192454, 170959533634.5567
 10589.03978143799, 50602441299.142395, 163911246200.29657, 659100563.9851611, 171545731832.4208
 10597.377472132968, 31370605287.67413, 169252153627.58795, 812178822.7177768, 172136765445.76917
 10605.715162827946, 11715207824.649258, 172310340923.6367, 954306065.8174403, 172710770896.49588
 10614.052853522924, -8167938329.037775, 173097301771.29993, 1105262915.7750566, 173293429486.41885
 10622.390544217902, -27943543579.619682, 171595969915.32697, 1241611743.628004, 173860749218.13092
 10630.72823491288, -47429924952.59616, 167862497105.40643, 1383139686.54116, 174440043541.7968
 10639.065925607858, -66301980623.670166, 161953270561.15518, 1506743708.6766999, 175005956346.291
 10647.403616302836, -84401885692.96039, 153961739042.87607, 1630539549.6164594, 175586315118.39722
 10655.741306997814, -101429497806.79361, 144013328011.7882, 1733615309.3482842, 176155576387.4935
 10664.078997692792, -117257448241.2165, 132228712396.00676, 1830026338.4408252, 176740178076.0301
 10672.41668838777, -131624461833.26297, 118796021304.30853, 1903633567.2903988, 177316433111.50928
 10680.754379082748, -144435486854.09106, 103851754555.06015, 1961268272.4340816, 177906276899.3248
 10689.092069777726, -155481951650.9082, 87638248051.09727, 1994939919.9117, 178491119095.39102
 10697.429760472703, -164697769585.35504, 70298568977.36101, 2000995960.4515796, 179084471944.0779
 10705.767451167681, -171940800599.29626, 52116416174.14662, 1983081518.2253215, 179676632754.1557
 10714.10514186266, -177168960924.89053, 33236998838.084206, 1926141694.3285005, 180269933235.6753
 10722.442832557637, -180316423316.18872, 13966855521.523817, 1846578772.8831236, 180865959826.2386
 10730.780523252615, -181363176942.77893, -5546695358.448933, 1720441115.7745926, 181456131607.09125
 10739.118213947593, -180321362747.09775, -24996738627.44486, 1574488389.6557372, 182052491932.0479
 10747.455904642571, -177195025750.7836, -44236437489.22127, 1380071219.6005018, 182638561506.40756
 10755.793595337549, -172067393843.8697, -62976883137.55473, 1170063987.6055703, 183233852995.7761
 10764.131286032527, -164968174002.40643, -81077268286.23729, 914339909.3916805, 183817458049.87253
 10772.468976727505, -156041272698.57547, -98279783513.93579, 648482009.1935624, 184413164285.67004
 10780.806667422483, -145340968421.12866, -114456060473.67297, 343060325.0876261, 184998120452.9691
 10789.14435811746, -133060966995.26755, -129388754725.05391, 33905062.11929798, 185598146371.58713
