Ux, Uy, Uz, Umag
 -0.6141191741085501, 0.7302813787613462, -0.2992557012735558, 1.0000036134525057
 -0.5260486968161501, 0.8504523393095075, 0.0018941923438146608, 1.0000000004118093
 -0.1575080396951867, 0.6094947893167265, 0.7769907037178204, 1.0000036172118454
 0.014070322246789443, 0.10575253290836556, 0.9942967434771098, 1.0000037931297305
 0.5357208039919112, -0.7918979833551801, 0.29310132851982235, 1.000003792318722
 0.6238918682892733, -0.7154500132227846, -0.3144750647421373, 1.0000021755389006
 0.9269100553866787, -0.29729572321112496, -0.22902643678706427, 1.000000053281969
 0.9308056658832253, 0.3525165707186032, -0.09661386149458398, 1.000000679251976
 0.4650194475288896, 0.8848713676995182, 0.027574300173476344, 1.0000003829922
 -0.26951042913035383, 0.955726395220882, 0.11812089324005515, 1.0000006796756478
 -0.8666172331052022, 0.47801782979745616, 0.1430857617379899, 1.0000000047656634
 -0.9444963309810374, -0.3191048290760174, 0.07809515679757408, 1.000000032345756
 -0.41177877643582506, -0.9105552108475288, -0.03644019912338494, 1.000000220418338
 0.30723054455311366, -0.9455384641992776, -0.10754735579742193, 1.0000000142628742
 0.8185772927252473, -0.5628900945041049, -0.11439398632103992, 1.0000000133813267
 0.9967302908682708, -0.002455864426081439, -0.08076409966329454, 1.0000000718994222
 0.8418619081592877, 0.5389186345305852, -0.028902269970071497, 1.0000000541316636
 0.432298653954883, 0.9013789858334249, 0.025178318416968055, 1.000000075015799
 -0.09166255521938023, 0.9933602161179013, 0.06952323226519196, 1.0000000114098746
 -0.5770289516824819, 0.8111524459093044, 0.09523353041550721, 1.000000063449914
