With respect to sun
t, X, Y, Z, R
 10000.0, -81436915260.56427, -127543644341.09442, 7924183.770011434, 151325319896.4291
 10023.362296244824, -26766528978.995422, -149510162625.20877, 9120045.056123093, 151887247275.6518
 10046.724592489649, 31407004767.609886, -148338473434.05386, -64609723.82231343, 151626867090.34973
 10070.086888734473, 84745416637.02118, -124427446164.27905, -128409020.96480162, 150545645864.71283
 10093.449184979298, 124077541384.37955, -80857039040.18439, -228677753.01370668, 148098444731.37808
 10116.811481224122, 142962834295.00696, -24073754932.341415, -291217700.9653298, 144975868591.82257
 10140.173777468946, 136241372909.87332, 37242533838.655594, -171916086.6033234, 141240035309.50922
 10163.53607371377, 103857382316.08957, 91397413123.10422, -20489085.256082952, 138346822901.53394
 10186.898369958595, 50176816679.535576, 127540754566.21866, 373190664.7473574, 137056544092.88307
 10210.260666203416, -13810627067.657776, 137473616124.59402, 690156903.3830787, 138167307518.5496
 10233.622962448237, -75708018179.44122, 120106608067.48653, 1249991716.1917, 141981913627.849
 10256.985258693061, -123728833585.48657, 80354392545.00168, 1579231928.3409238, 147540322065.4772
 10280.347554937885, -151159530755.5781, 27831300827.13456, 1608508285.3335328, 153708725656.29126
 10303.70985118271, -156344880256.4392, -28952574222.576733, 1400316370.191164, 159009226218.01147
 10327.072147427534, -140377703844.8377, -81318990307.76968, 666080334.7096013, 162231691060.76773
 10350.434443672359, -106736436244.00102, -123499305006.16803, -152576378.03232598, 163232253058.72412
 10373.796739917183, -59255039362.015755, -150033636210.99518, -1259321569.4805853, 161315955736.87878
 10397.159036162007, -4258486344.618248, -157365091715.24258, -2203834361.5294933, 157438126520.82428
 10420.521332406832, 51858773788.7072, -142578839936.53735, -2954767473.189556, 151745802799.74026
 10443.883628651656, 99876945323.19463, -106044970766.13084, -3251758038.722507, 145710376988.82104
 10467.24592489648, 130901191652.3899, -50642631399.98419, -2996431534.7586455, 140387950669.11145
 10490.608221141305, 136790624505.33676, 14287840861.29396, -2168556836.7062216, 137551881076.89304
 10513.97051738613, 114733814747.45016, 77114951355.64772, -851229909.6219406, 138243584160.1525
 10537.332813630954, 69674613321.92746, 124635504050.1795, 639041064.2952585, 142789947072.2091
 10560.695109875778, 10975671878.063583, 150116217068.0994, 2093698462.0162675, 150531483661.26437
 10584.057406120603, -49720297840.052956, 152166624862.72546, 3226722822.4480267, 160116212419.57324
 10607.419702365427, -105103259125.49554, 134248497365.26553, 4002537603.041549, 170544347402.35904
