With respect to sun
t, X, Y, Z, R
 9642.652097115322, -63936614829.16481, -137404666410.63321, 8233075.737575772, 151551750682.77472
 9657.191247762432, -29039876012.313877, -149070775136.16046, 8857862.554160414, 151873007730.03745
 9671.730398409542, 7940072097.274338, -151879176441.8261, -8346376.3008727, 152086584060.59113
 9686.269549056651, 44451322063.4992, -145691013728.9833, -25056972.983745366, 152321344999.39145
 9700.80869970376, 78667656002.27397, -130754981640.54007, -53415204.619280785, 152595767234.52774
 9715.34785035087, 108273700202.45709, -108151102684.51201, -78643414.11298221, 153035490498.75327
 9729.88700099798, 131819234948.07451, -78972130916.23575, -106731343.71996939, 153664958775.0131
 9744.426151645086, 147799362549.04138, -45254465889.64888, -128695031.40736273, 154572425792.1557
 9758.965302292192, 155542113474.53394, -8615873832.350975, -144699327.74688998, 155780625508.8072
 9773.504452939302, 154712854768.62817, 28506665295.819153, -152731332.05043423, 157317261366.34302
 9788.043603586411, 145552533515.04117, 64492604669.38667, -147959650.53223872, 159200684551.75424
 9802.582754233521, 128868415243.73705, 97158240088.68091, -135541264.43966275, 161390242691.42285
 9817.12190488063, 105599736532.38087, 125358348639.96605, -106247988.63459872, 163908606296.56586
 9831.66105552774, 77319444795.3854, 147630603334.07416, -71910071.99151406, 166652623007.58383
 9846.20020617485, 45247037923.0108, 163522298921.39505, -18941755.72822959, 169666841321.85217
 9860.73935682196, 11228253059.524162, 172431349317.38132, 34856835.91035198, 172796542526.69672
 9875.27850746907, -23627465815.833054, 174534500219.90866, 107328389.34765545, 176126546628.48193
 9889.817658116179, -57592660289.36357, 169966184698.97098, 175723368.90178347, 179458767796.48615
 9904.356808763288, -89897904979.67801, 159319592930.19952, 261105672.55649465, 182932867979.90115
 9918.895959410394, -119145000750.55238, 143231375854.11163, 337602954.6049516, 186308540353.53793
 9933.4351100575, -144974873993.23648, 122483278763.67924, 427478774.82136035, 189789489709.41168
 9947.97426070461, -166378958576.93698, 97984296977.09558, 504308303.34249985, 193088411454.71832
 9962.51341135172, -183389975448.93378, 70528923922.90895, 586668400.9050665, 196485511895.14362
 9977.05256199883, -195350041470.47195, 41123173798.93944, 652876860.1391672, 199632613502.9229
 9991.591712645939, -202605072513.3773, 10465805512.976894, 703651535.7393521, 202876424501.88754
 10006.130863293049, -204787213876.2932, -20459563324.678417, 736812870.1931705, 205808016344.9832
 10020.670013940158, -202467972416.27057, -51116822655.54952, 694883796.7688893, 208822154658.56494
 10035.209164587268, -195497662631.2452, -80604722530.27454, 636986625.4306839, 211463621316.8206
 10049.748315234378, -184392670911.06006, -108573349752.21646, 250244309.7561947, 213983391842.3254
 10064.287465881487, -169349702056.84256, -134227241404.9897, -141885513.89869916, 216093253141.86414
 10078.826616528597, -150382876260.9686, -157049887799.99255, -790574755.3987184, 217440340643.02765
 10093.365767175706, -128355306158.37439, -176678395157.37476, -1423213781.0535152, 218385817927.49744
 10107.904917822816, -103292897251.68372, -192611202784.17166, -2175397422.2641153, 218570881900.03027
 10122.444068469922, -76161503091.22427, -204685997412.82507, -2884008122.115922, 218415314465.00275
 10136.983219117028, -47042736496.62778, -212442194570.9567, -3635102442.2703967, 217618747034.76532
 10151.522369764138, -16970666752.397453, -215887395264.3379, -4312404859.065847, 216596324529.5494
 10166.061520411247, 13892839592.49131, -214613078416.4076, -4971554117.225781, 215119735890.62048
 10180.600671058357, 44462294249.31408, -208831661058.08228, -5526244602.3947, 213583935841.6167
 10195.139821705467, 74484348141.84245, -198218134486.62585, -6010507232.765422, 211835958124.83868
 10209.678972352576, 102866155981.7836, -183247467794.35437, -6362579368.542356, 210241677399.44565
 10224.218122999686, 129283780103.56018, -163726632088.51508, -6601106388.66386, 208720579863.29028
With respect to Earth
 9642.652097115322, -0.003814697265625, 0.001800537109375, -1.0989606380462646e-07, 0.004218275610090037
 9657.191247762432, 901865.1529426575, -318079.9971008301, -87617.74654040113, 960318.9616771946
 9671.730398409542, 355287442.30428696, -12273135.297912598, -17473326.78627841, 355928523.2432812
 9686.269549056651, 689865738.6045914, -31447080.821899414, -33823974.34890046, 691409948.8967688
 9700.80869970376, 1322509416.2167816, 67531512.17063904, -61300956.0271787, 1325650583.0451522
 9715.34785035087, 1938759999.0700684, 66838834.884140015, -85176335.46203248, 1941780824.904186
 9729.88700099798, 2842371543.487686, 184322110.47325134, -111516995.43601602, 2850523929.369645
 9744.426151645086, 3938501342.6298523, 83080648.03987122, -131440132.98364793, 3941569703.6250205
 9758.965302292192, 5534238549.534821, 153515534.70295715, -145231086.24742046, 5538271879.473327
 9773.504452939302, 7770629539.0494995, 173880261.42756653, -151010739.3285877, 7774041550.046882
 9788.043603586411, 10809774255.749039, 823706604.5302277, -144087440.34726432, 10842069600.453007
 9802.582754233521, 14803418391.381882, 2164738869.324707, -129755412.59053293, 14961421286.42079
 9817.12190488063, 19473223305.03073, 5092826146.920654, -98912054.32122968, 20128414931.25678
 9831.66105552774, 24669770788.77983, 9833313283.222748, -63492343.73848979, 26557403340.21105
 9846.20020617485, 29487125295.75999, 17133818571.63507, -9986043.733487677, 34103641986.9583
 9860.73935682196, 33384558747.199406, 27002149769.79068, 43766942.15971384, 42937708025.47152
 9875.27850746907, 34995493237.41842, 39576551289.05199, 115609085.6149146, 52829928301.350525
 9889.817658116179, 33666054623.393723, 54301116177.45953, 182830703.94590527, 63890906075.04007
 9904.356808763288, 28056281095.433, 70479957139.75232, 266572641.31051093, 75859411600.0142
 9918.895959410394, 17878133980.6335, 86965394454.76007, 341070483.1560303, 88784704968.6824
 9933.4351100575, 2338077502.209198, 102400416219.81589, 428718236.6688822, 102428002263.65993
 9947.97426070461, -18112422789.557953, 115362048775.42589, 503234230.799055, 116776347783.54086
 9962.51341135172, -43454973944.88437, 124283910486.20674, 583341113.3150623, 131663075511.50594
 9977.05256199883, -72403388453.42972, 127935027737.37872, 647495633.8618326, 147003541563.79352
 9991.591712645939, -104163707210.10297, 125032189164.02498, 696539578.2176214, 162737860973.6671
 10006.130863293049, -136806524368.73392, 114936158767.7306, 728395707.7898339, 178680934244.3706
 10020.670013940158, -169024767050.71423, 96995018963.93832, 685662787.6569841, 194879131037.2184
 10035.209164587268, -198584978059.48044, 71405442487.31155, 627509245.3382503, 211033467714.35583
 10049.748315234378, -223828336706.34573, 38320295287.42871, 241072716.83422038, 227085066571.31772
