With respect to sun
t, X, Y, Z, R
 10280.544178551041, -133074756819.0116, 64774234052.90776, -4136792.357096192, 148002001056.38098
 10288.881868822453, -141373355989.85226, 44780868911.91028, -2889292.132390939, 148296163175.8799
 10297.219559093865, -146713750965.57504, 23776501459.61681, -7915356.452280739, 148627880314.22906
 10305.557249365276, -148982287667.157, 2273762498.8231773, -12775808.885243762, 148999638246.74835
 10313.894939636688, -148150680987.56256, -19346423355.21226, -29531912.13777076, 149408531369.0335
 10322.2326299081, -144265258682.39642, -40568471966.034485, -45679782.145425275, 149860828327.48584
 10330.570320179511, -137405355274.42244, -61026285080.67863, -76780825.55214407, 150347746987.22186
 10338.908010450927, -127765558607.54478, -80250263417.59048, -106329691.8705588, 150877944216.1577
 10347.245700722342, -115521631264.66455, -97920478467.54372, -151148136.17869252, 151438734276.01303
 10355.583390993754, -100990315395.02625, -113652887112.11392, -192976089.71182048, 152039665193.9124
 10363.921081265165, -84423000897.64041, -127199136293.71414, -248218001.1053661, 152666057021.8735
 10372.258771536577, -66223627331.15445, -138287957800.7017, -298665636.3978872, 153327157707.78067
 10380.596461807989, -46692097448.05974, -146758828349.3053, -359172611.6973579, 154007904561.82748
 10388.9341520794, -26280790666.954952, -152467434865.19687, -412921011.5453223, 154716415277.16162
 10397.271842350812, -5308845915.038471, -155347081389.19913, -472518780.0072382, 155438485630.4562
 10405.609532622224, 15761214019.709581, -155382395474.6188, -523467152.6618837, 156180596453.8036
 10413.947222893636, 36618687835.03228, -152597068925.8458, -575761558.9642477, 156930319711.93985
 10422.284913165047, 56825462685.53128, -147096294577.5901, -617813055.761161, 157692215346.39474
 10430.622603436459, 76102682240.44452, -138983281818.07574, -656770748.5002016, 158456310120.26257
 10438.96029370787, 94065209071.43369, -128467479604.58456, -684377214.2695804, 159225077314.40515
 10447.297983979282, 110483693216.17438, -115715743540.6913, -704848661.3979611, 159991489090.8146
 10455.635674250698, 125047388076.76941, -101020174978.2572, -713483779.5876188, 160755821283.59647
 10463.973364522113, 137587913615.86038, -84592731294.35345, -711532641.5733274, 161514304133.42395
 10472.311054793525, 147882921154.77185, -66783758850.591354, -697966302.4788316, 162264956082.45734
 10480.648745064937, 155830580660.80685, -47831106600.78704, -671072259.4710284, 163007469048.86758
 10488.986435336348, 161303896353.3808, -28118201522.12648, -633520446.6749665, 163737538712.9582
