Ux, Uy, Uz, Umag
 -0.10080496400831755, -0.994170485873576, -0.038260199949850325, 1.0000002193254875
 0.6231092553262486, -0.7787810262747151, -0.0723571117118369, 1.0000002912869626
 0.9849324223567083, -0.15892169567890602, -0.06820607875623338, 1.0000000255731065
 0.8953552806030038, 0.44361874675740814, -0.03926053403099864, 1.0000000302553478
 0.5453203574021441, 0.8381962263360704, -0.007283926583169986, 1.0000001308138415
 0.0957822507550361, 0.9952042833503567, 0.019855729966545117, 1.0000000275855507
 -0.34157557128617, 0.9389949322977359, 0.04018296624889707, 1.0000000122784314
 -0.6904402676421487, 0.7213590851531665, 0.05416009246108424, 1.0000000042650843
 -0.9094648499607969, 0.4113299854369622, 0.06067412921344426, 1.000000010094798
 -0.9951899090123997, 0.08003608675847095, 0.056491838790641014, 1.0000000290168325
 -0.9763632194747237, -0.21365258239080234, 0.03267213553595985, 1.000000015372893
 -0.8996111604082854, -0.43522927551823865, -0.03571206507702189, 1.0000000568956675
 -0.7847654597897292, -0.578383328026828, -0.2227541977073708, 1.0000017668057537
 -0.3066738821794034, -0.5383364537981463, -0.7849530643792335, 1.0000031603836557
 0.7261484455543429, 0.1946200459156627, -0.6594196898272439, 1.0000014272915123
 0.824167549978995, 0.469698885634307, -0.3164353445701008, 1.0000002604488099
 0.7527572410819532, 0.6390412812080907, -0.15806146827942438, 1.0000003254219667
 0.605886785596419, 0.792763664727118, -0.06654146071810678, 1.0000003955331371
 0.3976808201983542, 0.9175044233182793, -0.005980064128948075, 1.000000081364612
 0.1487221608792379, 0.9881618608912408, 0.03765794051704757, 1.000000132470299
