Ux, Uy, Uz, Umag
 -0.8380178503091003, 0.5345214396955618, -0.10960629557203828, 1.0000003134799142
 -0.9749617087768473, 0.20675241722218646, -0.08187395613418395, 1.0000001201506674
 -0.8255451828917924, 0.5322116213419952, 0.18768688420259666, 1.000000212694476
 -0.6928142150763242, 0.6264910727381918, 0.3570990066263437, 1.0000011506823354
 -0.7395011140892852, 0.4996011006350591, 0.4511528267083779, 1.0000010152704926
 0.05827331430746304, 0.9980313663509778, -0.023190762081168916, 1.0000000994133358
 0.46499501516312847, 0.7564845723853179, -0.45990330721029954, 1.0000001621832502
 0.8105120788806722, 0.4567338061620554, -0.3666943265631586, 1.0000001644181642
 0.7953438326200469, 0.5893185088764776, -0.14188750435409256, 1.0000000904414823
 0.43713249432407586, 0.8992986447805643, -0.013310337960789724, 1.0000000175973889
 -0.21519027137970792, 0.97489153914942, 0.057268105638018686, 1.0000000009624823
 -0.8130359520582281, 0.5760164111061152, 0.08472108069922844, 1.0000000133588218
 -0.9951850241406938, -0.06998490360043308, 0.068621681923893, 1.0000000271179692
 -0.7498483120368536, -0.6615870083578299, 0.005491437114113252, 1.00000000828698
 -0.1402592676028223, -0.9861014932820333, -0.08905759608293083, 1.0000000363108026
 0.5397703435787486, -0.8289090509450188, -0.14682576292132224, 1.0000000216015599
 0.9115610815543777, -0.38743863792120165, -0.13765064916814831, 1.0000000023876177
 0.9926398160608136, 0.0703670882241596, -0.09856302885993756, 1.0000000010962187
 0.8807505417937543, 0.4704589251180411, -0.05428537285367225, 1.0000000093995383
 0.6210747109236981, 0.7836426900766752, -0.013057529579443401, 1.0000000806691374
