With respect to sun
t, X, Y, Z, R
 9560.743126574482, -143196362419.1259, 38896392713.48271, -2310901.886701975, 148385065224.0022
 9579.189752882743, -148901157794.6682, -8299291835.969009, 459992.8834045562, 149132266923.6368
 9597.636379191004, -139648675697.43362, -55094811889.493996, -12921536.814652596, 150123919107.35556
 9616.083005499262, -116595147797.54657, -96464151009.01288, -25031340.0255603, 151326671629.25824
 9634.52963180752, -82013077476.82455, -128880410779.28128, -66259200.855133444, 152762264810.8413
 9652.976258115781, -39719722363.36922, -149220819196.36505, -101290628.79843208, 154416707276.28174
 9671.422884424042, 6638559211.652382, -156081320877.91824, -157358321.64921317, 156222514245.04626
 9689.869510732304, 52439198206.161026, -149244212751.49652, -199642960.37312573, 158188951591.54013
 9708.316137040565, 94230187407.41168, -129579204602.18266, -242448706.24348053, 160219091451.504
 9726.762763348823, 128370146961.36401, -99351613780.56273, -265534079.13007498, 162325932309.13992
 9745.20938965708, 152720857651.92175, -60942348151.210846, -271078762.1796068, 164431455761.41217
 9763.656015965342, 165571594767.90527, -17920403140.76204, -256192507.76849413, 166538762686.997
 9782.102642273603, 166456817882.06982, 26885789726.094067, -213422352.05344278, 168614244527.9184
 9800.549268581864, 155700226654.4725, 69830967293.00027, -155706641.969561, 170642752022.723
 9818.995894890126, 134269593268.43228, 108527256314.01315, -68219539.07790145, 172645572469.79504
 9837.442521198383, 104079131130.20042, 140164332174.69357, 23747195.18153894, 174580944305.8565
 9855.889147506641, 66982908777.19768, 163327464347.6746, 140582640.9971217, 176529290606.33038
 9874.335773814902, 25788832707.638557, 176536784766.59546, 248882987.1939829, 178410656102.40643
 9892.782400123164, -17391561314.39144, 179526244584.79327, 372439573.46527326, 180367063542.39716
 9911.229026431422, -59590599106.01523, 172248263734.1096, 474732035.4809585, 182265545926.0875
 9929.67565273968, -99003200877.85095, 155465175136.1838, 579156074.6252307, 184313292754.32953
 9948.12227904794, -133119280092.72195, 130341494579.64235, 652558355.986352, 186306397566.12616
 9966.568905356202, -160852902562.7755, 98335358825.11127, 709131663.3330046, 188531169640.06
 9985.015531664463, -180533618412.60843, 61391743325.68007, 730183776.2303702, 190687877679.8949
 10003.462157972725, -191967683351.08713, 21231975816.911167, 696928767.3007599, 193139519410.13998
 10021.908784280982, -194453699079.28726, -19929570814.122307, 631166473.0812961, 195473341531.70316
 10040.35541058924, -188634750468.52267, -60525688353.99209, 414346970.53663933, 198107545839.26978
 10058.802036897501, -174660187259.76794, -98516822344.36487, 179556295.91191155, 200528744919.30515
 10077.248663205763, -153578139003.50964, -132717680440.9991, -505037758.73880804, 202979019961.56708
 10095.695289514024, -126317259604.59473, -161590985496.05414, -1169485618.4502645, 205107445901.44043
 10114.141915822285, -93706707552.79974, -184054133427.21283, -2168014865.4907637, 206546777656.98788
 10132.588542130543, -57516900818.60818, -199497329338.97147, -3083941436.4670568, 207646066632.48697
 10151.0351684388, -18676541549.091873, -207165493053.66068, -4071564839.8946824, 208045505494.94397
 10169.481794747062, 20862022633.69834, -207100091941.35425, -4907216442.545087, 208206034599.62515
 10187.928421055323, 60078009342.43636, -198929246770.49167, -5655420048.821209, 207880244860.24075
 10206.375047363585, 97045221781.49341, -183316652254.30862, -6192028980.829036, 207511713614.54706
 10224.821673671846, 130734610249.11444, -160315277680.16745, -6536835127.402386, 206966801173.85953
 10243.268299980104, 159468512960.05692, -131239768771.00641, -6633917272.79797, 206635167363.0154
 10261.714926288361, 182380920502.38626, -96583031918.68468, -6482273592.690405, 206477848905.9635
 10280.161552596623, 198335307699.8325, -58241194818.68073, -6083317095.926216, 206799269343.9325
 10298.608178904884, 206855179176.9645, -17040507810.208244, -5428804022.292529, 207626867172.52252
With respect to Earth
 9560.743126574482, -0.001190185546875, -0.0040740966796875, 2.421438694000244e-07, 0.004244385167496525
 9579.189752882743, -745565.6648864746, -1048919.9214286804, -33967.06100186077, 1287344.1355988167
 9597.636379191004, -50754638.78289795, -425767531.9078598, -16181996.86772359, 429087265.72519004
 9616.083005499262, -155110819.05020142, -837224037.2486115, -30745439.84846906, 852026253.5889164
 9634.52963180752, -121269050.78057861, -1636023151.1441345, -73877094.36332718, 1642174095.1642046
 9652.976258115781, -288947898.01472473, -2638361732.2954407, -110082985.91914389, 2656418977.1188207
 9671.422884424042, -168519721.79523087, -4179939913.9256287, -166487055.20207962, 4186647169.3005605
 9689.869510732304, 39980121.01513672, -6479877137.984772, -208238882.242497, 6483345553.457081
 9708.316137040565, 1224582891.7828217, -9531713015.59874, -249690533.8530783, 9613298166.252695
 9726.762763348823, 3646412293.36763, -13485618749.995636, -270723717.63044304, 13972527581.462992
 9745.20938965708, 8299629743.933746, -17523831341.712357, -273707880.5674744, 19391839386.274185
 9763.656015965342, 15538368760.447052, -21173139805.81687, -255995173.83154973, 26264201615.532288
 9782.102642273603, 25654523916.91986, -22704389717.257977, -210408202.93115765, 34259132818.10857
 9800.549268581864, 38272894819.48518, -21101903004.810318, -150169258.45322132, 43705003593.34138
 9818.995894890126, 52188518377.64108, -14463200978.33136, -60715963.806575306, 54155602844.223305
