With respect to sun
t, X, Y, Z, R
 10280.611154096798, -133152913331.12894, 64618547036.856445, -4126876.214061997, 148004239691.8165
 10288.948897833514, -141428161181.82193, 44615726536.88352, -2904108.5383533556, 148298644087.25803
 10297.28664157023, -146744334819.89398, 23605500526.752377, -8215870.915419951, 148630816200.24896
 10305.624385306943, -148988151313.33307, 2100505642.745861, -13355744.244306058, 149002958138.74213
 10313.962129043655, -148132737068.94186, -19518389551.459263, -30313789.54278592, 149413105988.54645
 10322.299872780372, -144224116475.0346, -40735636164.4993, -46647541.51449195, 149866574000.75555
 10330.637616517088, -137342408217.05847, -61185485075.97461, -77683090.48373297, 150354935780.3261
 10338.9753602538, -127682440203.44711, -80398441206.52914, -107148414.81422678, 150886468463.97247
 10347.313103990513, -115420436481.00389, -98054989369.24997, -151752751.7305607, 151448608863.09534
 10355.65084772723, -100873462065.73715, -113771422605.35382, -193355170.89598724, 152050745927.12735
 10363.988591463945, -84293117621.83875, -127299706762.87355, -248430469.95908266, 152678114797.18088
 10372.326335200658, -66083586495.77472, -138369169092.09708, -298708454.9646529, 153340003215.47852
 10380.66407893737, -46544752355.475494, -146819574120.25232, -358771763.4638057, 154021199949.4325
 10389.001822674087, -26129129528.362823, -152507249024.27972, -412085680.9999744, 154729965518.87457
 10397.339566410803, -5155915348.371635, -155365421466.17902, -471899668.45258105, 155451665606.19446
 10405.677310147516, 15912590223.91027, -155379609688.03033, -523077683.8791683, 156193172849.2065
 10414.015053884228, 36765931103.43188, -152573983864.86746, -575219286.886334, 156942298694.54297
 10422.352797620944, 56966092752.61769, -147053905643.2014, -617129827.1937747, 157703417013.21194
 10430.69054135766, 76234288795.94688, -138922524691.5822, -655835598.6487051, 158466289081.4307
 10439.028285094377, 94185746815.87534, -128389826409.95421, -683208286.5143688, 159233693678.20715
 10447.366028831093, 110591353319.09094, -115622825816.6994, -703196679.344686, 159998686758.22516
 10455.703772567806, 125140587125.5165, -100913790445.51611, -711377905.5720173, 160761518115.2662
 10464.041516304518, 137665304850.11197, -84474801670.17734, -709078287.8348033, 161518516179.13144
 10472.379260041234, 147943386601.58862, -66656300281.132805, -695204277.9717331, 162267653324.07986
 10480.71700377795, 155873119751.0716, -47696155560.20245, -668041794.543706, 163008585651.16806
 10489.054747514663, 161327851783.68073, -27977908227.2762, -630269741.8479371, 163737095216.26013
 10497.392491251376, 164272811008.14465, -7746910211.507935, -577153227.8652749, 164456389842.99518
 10505.730234988092, 164677393382.09177, 12604572959.196259, -515109267.1277468, 165159875539.31186
 10514.067978724808, 162569961804.024, 32840317158.51858, -436923169.0834988, 165854363264.55084
 10522.40572246152, 158011282982.08902, 52581537764.67096, -352146828.6087185, 166530800967.06506
 10530.743466198233, 151085732005.71057, 71615197816.1832, -250531136.89598167, 167199574580.20938
 10539.08120993495, 141936431804.77866, 89595442275.26385, -145225388.39804357, 167849084121.38016
 10547.418953671666, 130693936035.52907, 106343627926.09294, -23089399.081704974, 168492945401.46957
 10555.756697408382, 117571601668.06833, 121562921362.76949, 99381960.06047216, 169117223386.0874
 10564.094441145098, 102734929266.89977, 135117495345.0612, 237284227.73806885, 169738797991.5089
 10572.43218488181, 86452690274.72453, 146771694471.53262, 371852089.18767035, 170341234666.64966
 10580.769928618523, 68913478247.2078, 156438057014.19736, 520207436.5497807, 170945031464.1601
 10589.10767235524, 50424784043.6325, 163950223062.36856, 661402173.3763608, 171530673469.4478
 10597.445416091956, 31185139051.834366, 169270879494.75607, 814262842.5213226, 172121487811.91495
 10605.783159828668, 11524316792.119308, 172307927284.98364, 956141325.8794852, 172695529441.2898
 10614.120903565381, -8361800550.591377, 173073059097.1078, 1106768431.0679195, 173278470763.2164
 10622.458647302097, -28137784736.44021, 171549597943.749, 1242763641.2501922, 173846322785.39627
 10630.796391038813, -47621934364.58759, 167793969112.19577, 1383856180.7302804, 174426430798.14062
 10639.134134775526, -66489118360.540405, 161862938376.74463, 1507011091.0815117, 174993384911.3858
 10647.471878512239, -84581539498.07755, 153850128616.7639, 1630392097.5527678, 175574932942.18112
 10655.809622248955, -101599162938.86795, 143881452594.05902, 1733050609.584111, 176145581195.98254
 10664.147365985671, -117414669354.9543, 132077621532.11984, 1829058207.2594972, 176731570873.00693
 10672.485109722384, -131767048334.3921, 118627335920.0927, 1902270453.5312073, 177309386348.08627
 10680.822853459096, -144561502717.37042, 103667404792.54707, 1959461383.1341772, 177901091545.94333
 10689.160597195812, -155589681021.929, 87440358410.51518, 1992708933.6011436, 178487915580.7446
 10697.498340932529, -164785475822.17236, 70089228398.35399, 1998055379.3375692, 179083067889.50006
 10705.836084669245, -172007354947.41946, 51898114382.0298, 1979465880.3885205, 179677106826.63336
 10714.173828405961, -177213051441.6872, 33012185163.600876, 1921780883.1462674, 180271914652.04105
 10722.511572142674, -180337574024.28098, 13738177112.965584, 1841524443.3732004, 180869481471.10327
 10730.849315879386, -181361121796.21017, -5776636290.008183, 1714978372.1069376, 181461200196.69113
 10739.187059616102, -180296273184.00208, -25225299741.050354, 1568681528.3667262, 182059118510.45413
