With respect to sun
t, X, Y, Z, R
 9497.0, -26071582183.647785, 144774313824.27957, -8544200.723543694, 147103125098.86746
 9522.722688816772, -87421567338.32512, 118552883740.39691, -6952146.193504707, 147300090724.29562
 9548.445377633543, -131722818095.1993, 68128168467.11145, -2548042.0113880495, 148298173124.67676
 9574.168066450315, -150053512500.72577, 4199134474.8753815, 2363609.8427837547, 150112255827.86438
 9599.890755267086, -139894956150.0286, -61246582342.9273, -23375836.820418246, 152714580676.95157
 9625.613444083858, -104351880948.81027, -115702557142.47687, -44922201.67228859, 155808853422.60562
 9651.33613290063, -50465333130.993256, -150943982314.82837, -104442189.87928978, 159156672977.4544
 9677.0588217174, 11621274824.862366, -161999929468.65277, -147288641.088739, 162416294965.58295
 9702.781510534172, 72695394395.35461, -148549957240.7592, -196826777.1035816, 165383641583.1618
 9728.504199350944, 123419940477.5678, -113781557249.04266, -218200861.29673904, 167865339153.49954
 9754.226888167716, 157730509396.4942, -62901590094.393265, -201966720.85462978, 169810377837.8605
 9779.94957698449, 171157403558.16626, -3649947048.694481, -158951501.9315579, 171196390650.6537
 9805.672265801266, 162505707482.68243, 56772903868.890656, -53070803.75850819, 172137359090.5346
 9831.394954618037, 133176198606.81334, 109990278778.70923, 59592886.30828186, 172724534599.1462
 9857.117643434809, 86696374694.1868, 149941058783.76288, 225046664.09498346, 173201134927.8973
 9882.84033225158, 29384238078.068336, 171178847396.00998, 362432903.6352145, 173682936988.25085
 9908.563021068352, -32234449519.41454, 171466991371.8347, 508133211.24436045, 174471335941.72104
 9934.285709885124, -89937734464.8136, 150814586732.85083, 591827339.55087, 175596656892.04834
 9960.008398701895, -137577042551.42862, 111880694260.36264, 617919683.7242129, 177327702883.9935
 9985.731087518667, -169235913484.92657, 59899627130.83498, 572112140.151528, 179524614066.68314
 10011.453776335438, -182362082868.40906, 576248250.629097, 398293780.84111804, 182363428263.6919
 10037.17646515221, -175961517637.58878, -58862760576.05972, 181643464.74961436, 185545986931.28958
 10062.899153968981, -151621471367.29868, -113100540305.48935, -214713410.90229237, 189158264156.8351
 10088.621842785753, -112681134026.26773, -156516307346.76263, -590804810.7920058, 192859382663.2151
 10114.344531602525, -62977046852.861465, -186302902600.68973, -1124172418.6872146, 196662512216.68182
 10140.067220419296, -7837972139.816917, -200158124619.3622, -1561701874.970481, 200317616726.91437
 10165.789909236068, 48733304019.93523, -197890877774.59497, -2033458197.135902, 203813319926.19772
 10191.51259805284, 101588877783.03426, -180385121470.59125, -2348949373.3133235, 207037701156.9019
 10217.23528686961, 147719050179.1434, -149261665616.92474, -2533289051.1602163, 210015190312.4716
 10242.957975686386, 183471896137.20703, -107614825019.74611, -2539369908.9267187, 212718912266.27457
 10268.680664503161, 207279787432.14853, -58006371156.91797, -2287391030.65422, 215255386762.88202
 10294.403353319933, 217540919859.79404, -4585711049.92424, -1885725897.048727, 217597418462.25458
 10320.126042136704, 214219211290.86005, 49924707280.08251, -1170016904.2261999, 219962987392.5071
 10345.848730953476, 197764915411.8871, 101392690726.96024, -382351411.3332757, 222242178025.0671
 10371.571419770247, 169508466099.8082, 147645618411.2344, 712769187.3632793, 224795143976.59955
 10397.294108587019, 131505196386.82675, 185432250844.2114, 1767306065.7564967, 227336446045.54385
