With respect to sun
t, X, Y, Z, R
 9554.317397391045, -137704732506.81982, 54641530880.927475, -3244175.5906842994, 148149553702.70554
 9568.518860091717, -147443445379.98502, 19210814497.963806, -1292241.4616053635, 148689693593.28738
 9582.72032279239, -148294478744.95154, -17586438704.129772, 11407793.08341653, 149333637813.68463
 9596.921785493058, -140293593052.9659, -53339147318.76724, 23428675.358761232, 150091163754.92328
 9611.123248193726, -123977307474.60449, -86155623516.11389, 29917311.28855213, 150974054483.37305
 9625.324710894398, -100494742751.66606, -114000090127.10158, 34678534.757965565, 151971099464.04807
 9639.52617359507, -71163267816.0419, -135533425618.351, 33214883.64642616, 153080113827.14374
 9653.727636295742, -37880137729.85228, -149557071636.65997, 29909420.530697048, 154279692135.87076
 9667.929098996414, -2336913647.358719, -155536719298.66333, 688288.0609185882, 155554274181.26492
 9682.130561697082, 33337782348.43388, -153296903032.14307, -28575764.09463072, 156880046620.76093
 9696.33202439775, 67511852879.99452, -143124956243.54364, -62392329.9597002, 158248561673.7452
 9710.533487098422, 98303329550.46265, -125763700531.85275, -93083301.62897548, 159624752581.40088
 9724.734949799094, 124471093526.51184, -102128390404.20193, -119366495.47980201, 161007066610.75156
 9738.936412499766, 144708089769.92194, -73617653024.10165, -139962387.67463025, 162357659724.162
 9753.137875200438, 158336138674.84384, -41495344786.44307, -157166481.47059536, 163683295270.8005
 9767.33933790111, 164778304387.6429, -7483337334.876595, -167238443.58025527, 164948227948.13913
 9781.540800601782, 163942684704.7873, 27082646745.203445, -188570160.33461076, 166164704981.66614
 9795.74226330245, 155991365595.11298, 60478547487.17259, -201720726.17018038, 167305115097.05182
 9809.943726003119, 141351697164.2846, 91519716695.42542, -170246406.31603998, 168392962498.65497
 9824.145188703791, 120814679760.56534, 118747901105.15797, -131667401.3008374, 169402680612.89023
 9838.346651404463, 95191852492.49239, 141294679689.6552, -78842391.35587437, 170369250469.90543
 9852.548114105135, 65732203374.96887, 158153158124.52017, -22836022.096535087, 171269216459.85205
 9866.749576805807, 33466579232.409653, 168856342497.1245, 43169596.335449025, 172140867287.9262
 9880.951039506475, -108975754.10131454, 172967114977.63766, 107495959.88577752, 172967182710.43124
 9895.152502207144, -33910467833.987053, 170446797139.4872, 193290126.32385182, 173787421423.13498
 9909.353964907816, -66428077092.08533, 161457785860.97086, 271756588.66473216, 174589174615.50308
 9923.555427608488, -96683782581.63962, 146355592556.87546, 323458894.3091175, 175407576554.21902
 9937.75689030916, -123373553887.12521, 125850119477.0444, 363226913.3815986, 176236824486.02036
 9951.958353009832, -145753616803.16235, 100608342462.58202, 394833771.8723514, 177105367727.7419
 9966.159815710504, -162908926716.74292, 71756420824.50938, 412284600.5407584, 178012562231.2567
 9980.361278411176, -174412388554.58078, 40151144179.49263, 408284225.76555777, 178974753404.62262
 9994.562741111844, -179855986103.3828, 7147507178.128166, 390095228.68591696, 179998374354.7954
 10008.764203812512, -179171159350.4962, -26343145769.10077, 385918091.4714397, 181097803975.60406
 10022.965666513184, -172475755734.6684, -58953645134.699844, 368794441.0433775, 182273296454.1237
 10037.167129213856, -160031755166.6304, -89860765684.31831, 358335621.73826104, 183535414227.06982
 10051.368591914528, -142428328270.3209, -117875144718.42583, 336326063.9180173, 184879667761.19376
 10065.5700546152, -120174653678.04543, -142359873316.4615, 249637211.36527583, 186301753174.93503
 10079.771517315869, -94214390504.08084, -162459939697.9585, 155243783.63116932, 187802043347.11618
 10093.972980016537, -65202294772.15809, -177801852173.32562, 23916633.348042086, 189380142707.26984
 10108.174442717209, -34273087194.6547, -187927831268.78632, -108128917.13945939, 191027552889.90262
 10122.37590541788, -2112652087.1618843, -192740181620.15335, -248038578.26977623, 192751919401.4612
 10136.577368118553, 30110692373.447994, -192187726030.72214, -381061275.8305177, 194532570639.89124
 10150.778830819225, 61778721589.03411, -186412112035.5493, -479231833.4466293, 196383083838.39926
 10164.980293519893, 91824367774.55917, -175728304586.49142, -564798576.9120591, 198273726316.60678
 10179.181756220562, 119769998622.15176, -160460718270.488, -610943516.1435144, 200232035223.66513
 10193.383218921233, 144743918644.06815, -141205330537.31973, -641917986.6179057, 202213153418.10947
 10207.584681621905, 166434197989.80118, -118391491242.69058, -733874265.4745986, 204248441929.46478
 10221.786144322577, 184231284062.10834, -92803773330.7536, -808663481.3601408, 206287082262.13593
 10235.98760702325, 198021830897.12646, -64904097208.52199, -891067413.2674577, 208389014459.58804
 10250.189069723918, 207449063899.40735, -35570677597.38273, -953839380.2587433, 210478732956.6592
 10264.390532424586, 212555281045.85464, -5227538107.601791, -1020963286.2472757, 212622005025.77466
 10278.591995125258, 213250602977.11496, 25227276973.448612, -1066904003.274424, 214740246478.7409
 10292.79345782593, 209713021812.39856, 55447979236.982956, -1054622597.0812851, 216921972487.74667
 10306.994920526602, 202075942211.247, 84587829589.18425, -1021725825.853243, 219068097309.57022
 10321.196383227274, 190614459469.38046, 112408705261.45238, -942033513.6400945, 221292739610.90765
 10335.397845927946, 175642159709.88467, 138162372969.34613, -844988311.9171631, 223471974925.98624
 10349.599308628618, 157487470383.6491, 161732654253.98886, -698096600.5678624, 225743753221.97684
 10363.800771329286, 136599313718.41283, 182499441432.18417, -539082464.0379447, 227959885158.12082
 10378.002234029955, 113324274011.7702, 200472402320.56433, -328507542.45273393, 230286089657.3617
 10392.203696730627, 88195397867.52953, 215170728563.35263, -112546980.39545465, 232544368459.69547
 10406.405159431299, 61535796156.47585, 226723815539.49823, 131692203.36943996, 234926286490.54193
 10420.60662213197, 33926861808.92949, 234787614475.50345, 373922930.3641321, 237226464968.93573
 10434.808084832643, 5675304760.968853, 239602114855.63498, 693867653.4731307, 239670323527.43073
 10449.009547533311, -22660590601.523426, 240942924119.59406, 1003775072.0667682, 242008269722.5564
 10463.21101023398, -50826492222.715515, 239154975224.69736, 1363861025.2788904, 244500091213.25015
 10477.412472934651, -78300110418.56839, 234100488222.9223, 1705343602.9835732, 246853912414.9642
 10491.613935635323, -104853988915.98886, 226215438775.22388, 2116890155.7174954, 249343668369.16623
 10505.815398335995, -130059112143.28714, 215416493321.771, 2501199044.5706387, 251646367434.95685
